Moisture_value,PH,Temperature,Class
815,6.9,18.6,1
815,6.64,18.6,1
815,6.16,18.6,1
815,6.32,18.6,1
815,6.68,18.6,1
815,6.61,18.6,1
815,6.84,18.6,1
815,6.58,18.6,1
815,6.91,18.6,1
815,6.3,18.6,1
815,6.2,18.6,1
815,5.88,18.6,1
815,6.47,18.6,1
815,6.64,18.6,1
816,6.52,18.6,1
817,6.41,18.6,1
817,6.2,18.5,1
817,6.4,18.6,1
815,6.47,18.6,1
816,6.6,18.5,1
816,6.69,18.5,1
815,6.56,18.6,1
816,6.71,18.5,1
816,6.46,18.6,1
816,6.7,18.5,1
817,6.19,18.6,1
816,6.61,18.6,1
817,6.64,18.6,1
817,6.42,18.6,1
816,6.6,18.5,1
817,6.53,18.5,1
817,6.33,18.6,1
817,6.56,18.6,1
817,6.58,18.5,1
817,6.3,18.6,1
817,6.36,18.5,1
817,6.44,18.5,1
817,6.58,18.5,1
817,6.16,18.5,1
817,6.5,18.5,1
816,5.73,18.5,1
817,6.9,18.5,1
817,6.36,18.5,1
817,6.6,18.5,1
817,6.41,18.5,1
817,6.58,18.5,1
817,6.32,18.5,1
685,5.45,18.5,2
686,6.03,18.5,2
686,6.21,18.5,2
688,5.33,18.5,2
688,5.22,18.6,2
688,5.8,18.5,2
688,5.27,18.5,2
688,5.99,18.5,2
688,5.24,18.5,2
689,5.77,18.5,2
688,5.67,18.5,2
689,6.13,18.5,2
689,6.03,18.5,2
689,5.9,18.5,2
689,5.67,18.5,2
689,5.73,18.5,2
689,5.88,18.5,2
689,5.67,18.5,2
690,6.14,18.5,2
690,5.83,18.5,2
690,6.15,18.5,2
690,5.63,18.5,2
690,5.63,18.5,2
690,5.41,18.5,2
690,6.07,18.5,2
691,5.53,18.5,2
690,5.47,18.5,2
690,5.89,18.5,2
690,5.9,18.5,2
691,5.97,18.5,2
691,5.84,18.5,2
691,6,18.5,2
692,5.85,18.5,2
692,5.5,18.5,2
691,5.58,18.5,2
692,5.47,18.5,2
693,5.77,18.5,2
693,5.87,18.5,2
693,5.4,18.5,2
693,5.88,18.4,2
693,6.08,18.5,2
693,6.16,18.5,2
693,5.69,18.5,2
693,5.77,18.5,2
693,5.71,18.5,2
693,5.87,18.4,2
694,5.75,18.5,2
694,5.87,18.4,2
693,5.66,18.5,2
693,5.79,18.4,2
694,5.75,18.5,2
693,5.79,18.5,2
694,5.71,18.4,2
693,5.84,18.4,2
694,5.64,18.4,2
694,5.71,18.4,2
694,5.52,18.5,2
694,5.6,18.5,2
693,5.63,18.4,2
694,5.52,18.4,2
694,5.71,18.4,2
694,5.46,18.4,2
694,5.77,18.4,2
694,5.32,18.4,2
694,5.53,18.4,2
694,5.64,18.4,2
694,5.3,18.4,2
694,5.7,18.4,2
694,5.45,18.4,2
694,5.94,18.4,2
694,5.58,18.4,2
694,5.8,18.5,2
694,6,18.5,2
694,5.6,18.4,2
694,5.79,18.4,2
694,5.65,18.5,2
694,5.64,18.4,2
695,5.85,18.4,2
694,5.14,18.4,2
694,5.99,18.4,2
607,5.55,18.4,2
612,5.65,18.4,2
688,5.68,18.4,2
683,5.79,18.5,2
685,5.82,18.4,2
685,5.72,18.4,2
686,5.62,18.4,2
686,5.71,18.4,2
688,5.79,18.4,2
688,5.39,18.4,2
824,5.85,18.4,1
818,5.45,18.4,1
818,5.67,18.4,1
818,5.87,18.4,1
818,5.57,18.4,1
820,5.69,18.4,1
818,5.84,18.5,1
818,5.6,18.4,1
818,5.87,18.4,1
820,5.61,18.4,1
818,5.56,18.4,1
818,5.88,18.4,1
818,5.63,18.4,1
818,5.42,18.4,1
820,5.84,18.4,1
820,5.72,18.4,1
818,5.64,18.4,1
820,5.73,18.4,1
820,5.45,18.4,1
820,5.63,18.4,1
820,5.64,18.5,1
818,5.72,18.5,1
820,5.62,18.4,1
820,5.69,18.4,1
820,5.5,18.4,1
820,5.76,18.4,1
820,5.46,18.4,1
820,5.33,18.4,1
820,5.54,18.4,1
818,5.74,18.4,1
820,5.61,18.4,1
820,5.73,18.4,1
804,5.41,18.4,1
801,5.76,18.4,1
801,5.59,18.4,1
802,5.62,18.5,1
801,5.61,18.4,1
802,5.38,18.4,1
802,5.54,18.4,1
801,5.56,18.4,1
803,5.52,18.4,1
801,5.96,18.4,1
801,5.62,18.4,1
804,5.56,18.4,1
803,5.43,18.5,1
804,5.46,18.5,1
824,5.78,18.4,1
824,5.8,18.5,1
824,6.57,18.4,1
824,5.35,18.4,1
824,6.03,18.4,1
824,6.16,18.5,1
156,6.29,18.5,2
230,6.27,18.4,2
266,6.19,18.4,2
321,6.33,18.4,2
335,5.74,18.5,2
341,6.24,18.5,2
343,6.26,18.5,2
343,6.05,18.5,2
343,6.24,18.5,2
342,5.46,18.4,2
342,6.32,18.5,2
127,6.13,18.5,2
173,5.96,18.5,2
203,6.35,18.5,2
240,5.31,18.5,2
257,6.53,18.5,2
262,6.41,18.5,2
264,6.32,18.5,2
265,6.3,18.5,2
265,5.84,18.5,2
265,5.61,18.5,2
264,6.41,18.5,2
263,5.51,18.5,2
264,5.43,18.5,2
262,6.09,18.5,2
261,5.45,18.4,2
261,5.74,18.5,2
824,5.89,18.5,1
824,6.24,18.5,1
824,6.15,18.5,1
824,5.13,18.5,1
824,5.88,20.3,1
824,5.97,20.4,1
824,6.35,20.4,1
824,6.23,20.4,1
824,6.13,20.3,1
824,5.66,20.4,1
824,5.95,20.4,1
824,5.73,20.4,1
824,5.91,20.4,1
824,6.4,20.4,1
824,5.96,20.4,1
824,5.5,18.8,1
824,5.02,18.6,1
824,5.43,18.8,1
236,5.42,18.7,2
824,5.38,18.9,1
212,5.38,18.9,2
824,5.23,18.9,1
210,5.04,18.9,2
344,5.2,18.9,2
186,5.5,18.9,2
204,5.08,18.9,2
210,5.58,19,2
824,5.38,18.9,1
213,5.45,18.8,2
824,5.01,18.8,1
258,5.47,18.8,2
134,5.75,18.8,2
139,5.28,18.8,2
177,5.41,18.8,2
182,5.34,18.8,2
187,5.58,18.8,2
188,5.24,18.8,2
169,5.39,18.8,2
188,5.58,18.8,2
197,4.87,18.8,2
204,5.56,18.8,2
214,5.06,18.8,2
204,5.38,18.8,2
214,5.52,18.8,2
824,5.2,18.8,1
824,5.35,18.8,1
824,4.98,18.8,1
824,5.52,18.8,1
824,5.14,18.8,1
824,5.33,18.8,1
824,5.52,18.8,1
824,5.14,18.8,1
450,5.55,18.8,2
500,6.13,18.8,2
458,5.45,18.8,2
480,5.62,18.8,2
554,5.23,18.8,2
552,6.52,18.8,2
550,6.4,18.8,2
552,6.71,18.9,2
553,5.85,18.9,2
553,6.69,18.9,2
553,6.49,18.9,2
554,6.77,18.8,2
554,6.24,18.9,2
554,6.57,18.9,2
554,6.73,18.8,2
554,6.81,18.8,2
556,6.57,18.8,2
548,6.48,18.8,2
549,6.62,18.8,2
549,6.64,18.8,2
549,6.58,18.8,2
550,6.69,18.8,2
550,6.31,18.8,2
551,6.27,18.8,2
553,6.75,18.8,2
553,6.21,18.8,2
554,6.48,18.8,2
554,6.47,18.9,2
554,6.01,18.9,2
554,6.76,18.9,2
824,6.59,18.9,1
632,6.15,18.8,2
634,6.5,18.9,2
634,6.4,18.9,2
635,6.33,18.9,2
635,6.64,18.9,2
635,6.56,18.9,2
635,6.03,18.9,2
635,6.21,18.9,2
635,6.5,18.9,2
635,6.57,18.8,2
636,6.6,18.9,2
636,6.62,18.8,2
636,5.7,18.8,2
636,6.77,18.9,2
636,6.7,18.8,2
636,6.34,18.9,2
636,6.63,18.8,2
638,6.6,18.8,2
637,6.41,18.8,2
636,6.44,18.9,2
638,6.57,18.8,2
637,6.69,18.9,2
638,5.58,18.8,2
638,6.33,18.8,2
637,6.51,18.8,2
638,6.65,18.8,2
640,6.22,18.8,2
640,6.43,18.8,2
640,6.81,18.8,2
640,6.37,18.8,2
640,6.4,18.8,2
640,6.32,18.8,2
640,6.83,18.8,2
640,5.66,18.8,2
640,6.9,18.8,2
640,6.87,18.8,2
640,6.81,18.8,2
641,6.06,18.8,2
640,6.56,18.8,2
641,6.46,18.8,2
641,5.42,18.8,2
641,6.51,18.8,2
641,6.33,18.8,2
641,6.22,18.8,2
641,5.81,18.8,2
641,6.31,18.8,2
641,6.44,18.7,2
641,6.57,18.7,2
641,6.29,18.7,2
641,6.32,18.7,2
641,6.47,18.7,2
641,6.56,18.7,2
642,6.71,18.7,2
642,6.51,18.7,2
642,6.39,18.7,2
642,6,18.7,2
642,6.38,18.7,2
642,6.62,18.7,2
642,6.83,18.7,2
642,6.68,18.7,2
642,6.53,18.7,2
642,6.61,18.7,2
642,6.63,18.7,2
643,5.38,18.7,2
643,6,18.7,2
643,6.43,18.7,2
643,6.65,18.7,2
643,6.69,18.7,2
643,6.35,18.7,2
643,6.23,18.7,2
643,6.56,18.7,2
643,6.65,18.7,2
643,6.09,18.7,2
643,6.62,18.7,2
644,6.33,18.7,2
643,6.43,18.7,2
643,6.31,18.7,2
645,6.48,18.7,2
645,5.9,18.7,2
645,6.26,18.7,2
643,6.27,18.7,2
645,6.53,18.7,2
645,6.6,18.7,2
645,6.61,18.7,2
645,6.63,18.7,2
645,6.42,18.7,2
645,6.63,18.7,2
645,6.14,18.7,2
645,5.92,18.7,2
645,6.31,18.7,2
645,6.37,18.7,2
645,6.06,18.7,2
645,6.29,18.7,2
645,5.88,18.7,2
645,6.67,18.7,2
645,6.3,18.7,2
646,6.29,18.7,2
645,6.32,18.7,2
645,6.53,18.7,2
645,6.32,18.7,2
646,5.45,18.7,2
774,6.43,18.7,1
774,6.58,18.7,1
774,5.53,18.7,1
774,6.41,18.7,1
774,6.45,18.7,1
774,6.46,18.7,1
774,6.42,18.6,1
774,6.54,18.6,1
774,6.01,18.7,1
774,6.05,18.7,1
774,6.68,18.6,1
774,6.48,18.6,1
774,6.16,18.7,1
774,6.49,18.6,1
774,5.57,18.6,1
774,6.52,18.6,1
774,6.06,18.6,1
774,6.49,18.6,1
774,6.5,18.6,1
774,6.62,18.6,1
774,5.84,18.6,1
774,6.5,18.6,1
774,6.24,18.6,1
775,6.33,18.6,1
775,6,18.6,1
774,6.47,18.6,1
774,6.46,18.6,1
774,6.4,18.6,1
774,6.29,18.6,1
774,5.61,18.6,1
775,6.31,18.6,1
775,5.82,18.6,1
774,6.59,18.6,1
775,6.17,18.6,1
775,6.48,18.6,1
774,6.43,18.6,1
775,6.04,18.6,1
774,6.2,18.6,1
774,6.6,18.6,1
774,5.99,18.6,1
775,5.84,18.6,1
774,6.42,18.7,1
775,6.01,18.7,1
774,6.08,18.6,1
775,6.07,18.6,1
774,5.61,18.7,1
775,6.6,18.6,1
775,6.11,18.6,1
775,6.02,18.6,1
775,5.97,18.6,1
775,6.33,18.6,1
775,5.95,18.6,1
775,5.27,18.6,1
775,5.97,18.6,1
775,5.77,18.6,1
775,5.91,18.6,1
775,6.28,18.6,1
775,6.03,18.6,1
775,6.32,18.6,1
775,6.18,18.6,1
776,6.36,18.6,1
775,6.03,18.6,1
776,5.58,18.6,1
776,6.2,18.6,1
775,6.45,18.6,1
775,6.75,18.6,1
776,6.28,18.6,1
776,6.33,18.6,1
776,6.28,18.6,1
775,5.76,18.6,1
776,5.67,18.6,1
775,6.21,18.6,1
776,6.46,18.6,1
775,6.33,18.6,1
776,5.96,18.6,1
776,6.02,18.6,1
775,5.75,18.6,1
775,6.23,18.6,1
776,6.57,18.6,1
776,6.56,18.6,1
776,6.53,18.6,1
776,5.47,18.6,1
775,6.53,18.6,1
776,6.11,18.6,1
776,6.68,18.6,1
813,5.94,18.6,1
813,5.9,18.5,1
813,6.03,18.6,1
813,5.99,18.6,1
813,6.6,18.5,1
813,6,18.5,1
814,6.41,18.6,1
814,6.25,18.5,1
814,6.46,18.6,1
814,6.8,18.5,1
814,6.29,18.6,1
814,6.38,18.6,1
814,6.29,18.6,1
814,6.52,18.6,1
814,6.73,18.5,1
814,6.08,18.5,1
814,5.89,18.6,1
814,6.04,18.6,1
815,5.42,18.5,1
814,5.53,18.6,1
814,6.43,18.5,1
814,6.68,18.5,1
815,6.28,18.5,1
815,5.74,18.5,1
814,6.53,18.5,1
815,6.39,18.5,1
815,6.4,18.5,1
815,6.55,18.5,1
815,6.26,18.5,1
815,6.12,18.5,1
815,6.2,18.5,1
815,6.57,18.5,1
815,6.62,18.5,1
815,6.09,18.5,1
815,6.49,18.5,1
815,5.84,18.5,1
815,6.67,18.6,1
815,6.65,18.5,1
815,5.69,18.5,1
815,6.56,18.5,1
815,6.47,18.5,1
815,6.52,18.5,1
815,6.62,18.5,1
815,6.46,18.5,1
816,5.84,18.5,1
817,6.61,18.5,1
817,6.49,18.5,1
817,6.6,18.5,1
815,6.54,18.5,1
816,6.52,18.5,1
816,6.24,18.5,1
815,5.98,18.5,1
816,6.35,18.5,1
816,6.22,18.5,1
816,6.27,18.5,1
817,6.55,18.5,1
816,6.13,18.5,1
817,6.48,18.5,1
817,6.59,18.5,1
816,6.08,18.5,1
817,6.49,18.5,1
817,5.68,18.5,1
817,6.56,18.5,1
817,6.39,18.5,1
817,6.59,18.5,1
817,6.19,18.5,1
817,6.28,18.5,1
817,6.37,18.5,1
817,6.32,18.5,1
817,6.56,18.5,1
816,6.44,18.5,1
817,6.58,18.4,1
817,6.66,18.5,1
817,6.39,18.5,1
817,6.35,18.5,1
817,6.52,18.5,1
817,6.46,18.5,1
685,6.55,18.4,2
686,6.46,18.5,2
686,6.47,18.4,2
688,6.55,18.5,2
688,6.55,18.4,2
688,6.39,18.5,2
688,5.92,18.5,2
688,6.56,18.4,2
688,5.69,18.4,2
689,6.42,18.4,2
688,6.46,18.4,2
689,6.33,18.5,2
689,6.32,18.5,2
689,6.49,18.4,2
689,5.87,18.4,2
689,6.61,18.4,2
689,6.47,18.4,2
689,6.42,18.4,2
690,6.51,18.4,2
690,6.74,18.4,2
690,6.3,18.4,2
690,6.62,18.4,2
690,6.55,18.4,2
690,6.54,18.4,2
690,6.06,18.4,2
691,6.23,18.4,2
690,6.67,18.5,2
690,6.52,18.5,2
690,6.47,18.4,2
691,6.47,18.4,2
691,6.49,18.5,2
691,6.5,18.4,2
692,6.32,18.4,2
692,6.59,18.4,2
691,6.39,18.4,2
692,6.42,18.4,2
693,6.55,18.4,2
693,6.34,18.4,2
693,6.64,18.5,2
693,5.72,18.4,2
693,6.49,18.4,2
693,6.41,18.4,2
693,6.44,18.4,2
693,6.37,18.4,2
693,6.33,18.4,2
693,6.38,18.4,2
694,6.47,18.4,2
694,6.34,18.4,2
693,6.34,18.4,2
693,6.24,18.4,2
694,6.61,18.4,2
693,6.57,18.5,2
694,6.26,18.4,2
693,6.36,18.4,2
694,6.05,18.4,2
694,5.97,18.4,2
694,6.49,18.4,2
694,6.27,18.4,2
693,6.57,18.4,2
694,6.73,18.4,2
694,6.53,18.4,2
694,6.64,18.4,2
694,6.32,18.4,2
694,5.69,18.4,2
694,6.7,18.4,2
694,6.22,18.5,2
694,6.48,18.5,2
694,6.06,18.4,2
694,6.35,18.4,2
694,6.23,18.4,2
694,6.45,18.4,2
694,6.39,18.4,2
694,6.65,18.4,2
694,6.25,18.4,2
694,6.2,18.4,2
694,6.39,18.4,2
694,6.64,18.4,2
695,6.49,18.4,2
694,6.17,18.4,2
694,6.2,18.4,2
607,6.64,18.5,2
612,6.55,18.4,2
688,6.68,18.4,2
683,6.28,18.4,2
685,6.46,18.4,2
685,6.69,18.4,2
686,6.5,18.4,2
686,6.46,18.4,2
688,6.56,18.4,2
688,6.65,18.5,2
824,6.75,18.5,1
818,6.84,18.4,1
818,6.67,18.5,1
818,6.46,18.4,1
818,6.46,18.4,1
820,6.6,18.4,1
818,6.43,18.5,1
818,6.56,18.5,1
818,5.25,18.4,1
820,6.51,18.4,1
818,5.41,18.4,1
818,6.67,18.5,1
818,6.71,18.5,1
818,6.63,18.5,1
820,6.48,18.5,1
820,5.76,18.5,1
818,6.58,18.4,1
820,6.52,18.5,1
820,6.51,18.5,1
820,6.62,18.5,1
820,6.41,18.5,1
818,6.52,18.5,1
820,6.05,18.5,1
820,6.62,18.5,1
820,6.47,18.5,1
820,6.46,18.5,1
820,6.71,18.5,1
820,6.55,18.5,1
820,6.38,18.5,1
818,5.57,18.5,1
820,6.15,18.5,1
820,6.32,18.5,1
804,6.48,18.4,1
801,6.51,18.5,1
801,6.45,18.5,1
802,6.44,18.5,1
801,6.29,18.5,1
802,6.37,18.5,1
802,6.52,18.6,1
801,6.36,18.6,1
803,6.09,18.6,1
801,5.68,18.6,1
801,6.29,18.6,1
804,6.21,18.6,1
803,6.63,18.6,1
804,6.14,18.7,1
824,6.02,18.7,1
824,6.4,18.6,1
824,6.31,18.6,1
824,6.33,18.7,1
824,6.11,18.6,1
824,5.98,18.6,1
156,6.36,18.6,2
230,6.13,18.6,2
266,6.39,18.6,2
321,6.26,18.6,2
335,6.26,18.6,2
341,6.24,18.6,2
343,6.36,18.6,2
343,5.61,18.6,2
343,6.33,18.6,2
342,6.57,18.6,2
342,6.06,18.6,2
127,6.03,18.6,2
173,6.47,18.6,2
203,6.58,18.6,2
240,6.31,18.6,2
257,6.38,18.6,2
262,6.47,18.6,2
264,6.57,18.6,2
265,6.5,18.6,2
265,6.12,18.6,2
265,6.41,18.6,2
264,6.5,18.6,2
263,6.68,18.6,2
264,6.06,18.6,2
262,5.97,18.6,2
261,6.57,18.6,2
261,6.65,18.6,2
824,6.45,18.6,1
824,6.74,18.6,1
824,6.38,18.6,1
824,6.61,18.6,1
824,6.56,18.6,1
824,5.84,18.6,1
824,5.69,18.6,1
824,6.69,18.6,1
824,6.65,18.6,1
824,6.6,18.6,1
824,6.69,18.6,1
824,6.45,18.5,1
824,6.49,18.6,1
824,6.16,18.6,1
824,5.7,18.5,1
824,6.6,18.5,1
824,5.88,18.6,1
824,6.47,18.5,1
236,6.57,18.6,2
824,6.57,18.5,1
212,6.6,18.6,2
824,6.31,18.6,1
210,6.63,18.6,2
344,6.47,18.6,2
186,6.78,18.5,2
204,6.25,18.5,2
210,6.49,18.6,2
824,6.78,18.6,1
213,6.44,18.5,2
824,6.57,18.6,1
258,6.13,18.5,2
134,6.33,18.5,2
139,6.45,18.5,2
177,6.72,18.5,2
182,6.31,18.5,2
187,6.54,18.5,2
188,6.57,18.5,2
169,6.73,18.5,2
188,6.47,18.5,2
197,5.39,18.5,2
204,6.36,18.5,2
214,6.59,18.5,2
204,6.38,18.5,2
214,6.1,18.5,2
824,6.27,18.5,1
824,6.11,18.5,1
824,6.44,18.6,1
824,6.01,18.5,1
824,6.04,18.5,1
824,6.31,18.5,1
824,6.23,18.5,1
824,5.69,18.5,1
450,6.69,18.5,2
500,6.25,18.5,2
458,6.35,18.5,2
480,6.54,18.5,2
604,6.25,18.5,2
602,6.09,18.5,2
600,6.06,18.5,2
602,6.07,18.5,2
603,5.92,18.5,2
603,6.52,18.5,2
603,6.5,18.5,2
604,6.08,18.5,2
604,6.69,18.5,2
604,6.41,18.5,2
604,6.32,18.5,2
604,5.58,18.5,2
606,6.49,18.5,2
598,6.4,18.5,2
599,6.4,18.5,2
599,5.97,18.5,2
599,5.98,18.5,2
600,6.3,18.5,2
600,6,18.5,2
601,6.44,18.5,2
603,6.39,18.5,2
603,6.28,18.5,2
604,6.43,18.5,2
604,6.71,18.5,2
604,6.22,18.5,2
604,5.75,18.4,2
874,6.35,18.5,1
682,6.29,18.5,2
684,6.44,18.5,2
684,5.68,18.5,2
685,6,18.5,2
685,6.57,18.4,2
685,6.46,18.5,2
685,5.62,18.4,2
685,6.13,18.5,2
685,5.89,18.4,2
685,6.17,18.5,2
686,6.44,18.5,2
686,5.29,18.4,2
686,6.05,18.4,2
686,6.19,18.4,2
686,6.63,18.4,2
686,6.25,18.5,2
686,5.57,18.5,2
688,6.05,18.4,2
687,6.29,18.4,2
686,6.16,18.4,2
688,6.33,18.4,2
687,6.11,18.4,2
688,6.02,18.4,2
688,5.87,18.4,2
687,5.91,18.4,2
688,6.28,18.4,2
690,6.21,18.4,2
690,5.89,18.4,2
690,6.44,18.4,2
690,6.26,18.4,2
690,6.43,18.5,2
690,6.57,18.5,2
690,5.77,18.4,2
690,6.14,18.4,2
690,6.13,18.5,2
690,6.32,18.4,2
690,6.09,18.4,2
691,6.18,18.4,2
690,5.42,18.4,2
691,6.52,18.4,2
691,6.25,18.4,2
691,5.87,18.4,2
691,5.98,18.5,2
691,6.22,18.4,2
691,6.36,18.4,2
691,6.16,18.4,2
691,6.6,18.4,2
691,6.44,18.4,2
691,6.15,18.4,2
691,6.04,18.4,2
691,6.8,18.4,2
691,6.47,18.4,2
692,6.75,18.4,2
692,6.5,18.4,2
692,6.69,18.4,2
692,6.47,18.5,2
692,6.43,18.4,2
692,6.25,18.4,2
692,6.38,18.4,2
692,6.63,18.4,2
692,6.6,18.4,2
692,6.66,18.4,2
692,6.77,18.4,2
693,6.65,18.4,2
693,6.4,18.4,2
693,6.52,18.4,2
693,6.5,18.4,2
693,6.22,18.4,2
693,6.44,18.4,2
693,6.65,18.5,2
693,6.57,18.5,2
693,6.74,18.4,2
693,6.62,18.4,2
693,6.78,18.4,2
694,5.67,18.4,2
693,6.42,18.4,2
693,6.6,18.4,2
695,5.4,18.4,2
695,6.35,18.4,2
695,6.38,18.4,2
693,6.55,18.4,2
695,6.67,18.4,2
695,6.25,18.4,2
695,6.75,18.4,2
695,6.64,18.5,2
695,6.64,18.4,2
695,5.85,18.4,2
695,6.6,18.4,2
695,6.35,18.4,2
695,6.47,18.4,2
695,6,18.4,2
695,5.83,18.4,2
695,5.33,18.4,2
695,6.53,18.5,2
695,6.8,18.5,2
695,6.53,18.4,2
696,6.33,18.5,2
695,6.45,18.4,2
695,6.6,18.4,2
695,6.6,18.4,2
696,6.45,18.5,2
824,6.35,18.5,1
824,6.35,18.4,1
824,6.35,18.4,1
824,6.15,18.4,1
824,6.53,18.5,1
824,6.4,18.5,1
824,5.95,18.5,1
824,6.4,18.5,1
824,6.1,18.5,1
824,6.45,18.4,1
824,6.5,18.5,1
824,6.55,18.5,1
824,6.55,18.5,1
824,6.58,18.5,1
824,6.58,18.5,1
824,6.54,18.5,1
824,6.4,18.5,1
824,6.4,18.5,1
824,6.45,18.5,1
824,6.2,18.5,1
824,6.33,18.5,1
824,6.6,18.5,1
824,6.15,18.5,1
825,6.45,18.5,1
825,6.45,18.5,1
824,6.47,18.4,1
824,6.4,18.5,1
824,6.28,18.5,1
824,6.58,18.5,1
824,6.5,18.5,1
825,6.5,18.5,1
825,6.53,20.3,1
824,6.55,20.4,1
825,5.8,20.4,1
825,5.97,20.4,1
824,6.45,20.3,1
825,5.65,20.4,1
824,6.25,20.4,1
824,6.53,20.4,1
824,6.28,20.4,1
825,5.28,20.4,1
